network,station,channel,starttime,endtime,gaps
NP,SYNJ,BNY,2023-04-23T11:13:40.722355Z,2023-04-23T11:13:46.858000Z,6.136
NP,SYNJ,BNY,2023-04-23T11:13:47.890258Z,2023-04-23T11:13:49.438645Z,1.548
NP,SYNJ,BNY,2023-04-23T11:13:50.470903Z,2023-04-23T11:15:58.019290Z,127.548
NP,SYNJ,BNY,2023-04-23T11:15:59.051548Z,2023-04-23T11:18:11.116065Z,132.065
NP,SYNJ,BNY,2023-04-23T11:18:12.148323Z,2023-04-23T11:20:24.180581Z,132.032
NP,SYNJ,BNY,2023-04-23T11:20:25.212839Z,2023-04-23T11:22:37.277355Z,132.065
NP,SYNJ,BNY,2023-04-23T11:22:38.309613Z,2023-04-23T11:24:50.341871Z,132.032
NP,SYNJ,BNY,2023-04-23T11:24:51.374129Z,2023-04-23T11:25:05.567678Z,14.194
NP,SYNJ,BNY,2023-04-23T12:50:30.411194Z,2023-04-23T12:50:36.570000Z,6.159
NP,SYNJ,BNY,2023-04-23T12:50:37.602258Z,2023-04-23T12:50:39.182903Z,1.581
NP,SYNJ,BNY,2023-04-23T12:50:40.215161Z,2023-04-23T12:52:47.763548Z,127.548
NP,SYNJ,BNY,2023-04-23T12:52:48.795806Z,2023-04-23T12:55:00.860322Z,132.065
NP,SYNJ,BNY,2023-04-23T12:55:01.892580Z,2023-04-23T12:55:20.086129Z,18.194
NP,SYNJ,BNY,2023-04-23T17:47:51.105839Z,2023-04-23T17:47:58.276000Z,7.17
NP,SYNJ,BNY,2023-04-23T17:47:59.308258Z,2023-04-23T17:48:00.114710Z,0.806
NP,SYNJ,BNY,2023-04-23T17:48:01.146968Z,2023-04-23T17:50:08.727613Z,127.581
NP,SYNJ,BNY,2023-04-23T17:50:09.759871Z,2023-04-23T17:52:21.856645Z,132.097
NP,SYNJ,BNY,2023-04-23T17:52:22.888903Z,2023-04-23T17:52:41.953419Z,19.065
NP,SYNJ,BNY,2023-04-23T17:52:42.985677Z,2023-04-23T17:52:44.146968Z,1.161
NP,SYNJ,BNY,2023-04-23T17:56:05.211484Z,2023-04-23T17:56:11.340516Z,6.129
NP,SYNJ,BNY,2023-04-23T17:56:12.372774Z,2023-04-23T17:56:13.985677Z,1.613
NP,SYNJ,BNY,2023-04-23T17:56:15.017935Z,2023-04-23T17:58:22.598581Z,127.581
NP,SYNJ,BNY,2023-04-23T17:58:23.630839Z,2023-04-23T18:00:35.953419Z,132.323
NP,SYNJ,BNY,2023-04-23T18:00:36.985677Z,2023-04-23T18:00:50.340516Z,13.355
NP,SYNJ,BNY,2023-04-23T18:15:38.513000Z,2023-04-23T18:15:45.706548Z,7.194
NP,SYNJ,BNY,2023-04-23T18:15:46.738806Z,2023-04-23T18:15:47.964613Z,1.226
NP,SYNJ,BNY,2023-04-23T18:15:48.996871Z,2023-04-23T18:17:56.609774Z,127.613
NP,SYNJ,BNY,2023-04-23T18:17:57.642032Z,2023-04-23T18:18:17.125903Z,19.484
NP,SYNJ,BNY,2023-04-23T18:18:18.158161Z,2023-04-23T18:18:24.125903Z,5.968
NP,SYNJ,BNY,2023-04-23T18:18:25.158161Z,2023-04-23T18:18:31.125903Z,5.968
NP,SYNJ,BNY,2023-04-23T18:18:32.158161Z,2023-04-23T18:18:38.158161Z,6.0
NP,SYNJ,BNY,2023-04-23T18:18:39.190419Z,2023-04-23T18:18:45.158161Z,5.968
NP,SYNJ,BNY,2023-04-23T18:18:46.190419Z,2023-04-23T18:18:52.158161Z,5.968
NP,SYNJ,BNY,2023-04-23T18:18:53.190419Z,2023-04-23T18:18:59.190419Z,6.0
NP,SYNJ,BNY,2023-04-23T21:57:20.186710Z,2023-04-23T21:57:20.702839Z,0.516
NP,SYNJ,BNY,2023-04-24T06:18:53.312387Z,2023-04-24T06:19:31.570452Z,38.258
NP,SYNJ,BNY,2023-04-24T06:19:32.602710Z,2023-04-24T06:19:41.602710Z,9.0
NP,SYNJ,BNY,2023-04-24T07:22:39.458710Z,2023-04-24T07:22:47.652258Z,8.194
NP,SYNJ,BNY,2023-04-24T07:22:48.684516Z,2023-04-24T07:22:49.458710Z,0.774
NP,SYNJ,BNY,2023-04-24T07:22:50.490968Z,2023-04-24T07:24:58.071613Z,127.581
NP,SYNJ,BNY,2023-04-24T07:24:59.103871Z,2023-04-24T07:25:12.265161Z,13.161
NP,SYNJ,BNY,2023-04-24T15:42:48.645903Z,2023-04-24T15:42:49.774935Z,1.129
NP,SYNJ,BNY,2023-04-24T15:48:31.258806Z,2023-04-24T15:48:32.258806Z,1.0
NP,SYNJ,BNY,2023-04-24T15:55:33.742903Z,2023-04-24T15:55:34.742903Z,1.0
NP,SYNJ,BNY,2023-04-24T15:56:29.097742Z,2023-04-24T15:56:30.130000Z,1.032
NP,SYNJ,BNY,2023-04-24T15:57:20.388065Z,2023-04-24T15:57:21.388065Z,1.0
NP,SYNJ,BNY,2023-04-24T15:57:47.033226Z,2023-04-24T15:57:47.742903Z,0.71
NP,SYNJ,BNY,2023-04-24T19:24:23.738323Z,2023-04-24T19:24:51.996387Z,28.258
NP,SYNJ,BNY,2023-04-24T19:24:53.028645Z,2023-04-24T19:25:01.996387Z,8.968
NP,SYNJ,BNY,2023-04-24T19:25:03.028645Z,2023-04-24T19:25:03.512516Z,0.484
NP,SYNJ,BNY,2023-04-25T07:24:33.219000Z,2023-04-25T07:25:00.412548Z,27.194
NP,SYNJ,BNY,2023-04-25T07:25:01.444806Z,2023-04-25T07:25:20.477065Z,19.032
NP,SYNJ,BNY,2023-04-25T07:44:02.354516Z,2023-04-25T07:44:01.321000Z,-1.034
NP,SYNJ,BNY,2023-04-25T11:44:39.595484Z,2023-04-25T11:54:44.619000Z,605.024
NP,SYNJ,BNY,2023-04-25T12:40:06.287742Z,2023-04-25T12:40:07.320000Z,1.032
NP,SYNJ,BNY,2023-04-25T15:30:26.491548Z,2023-04-25T15:30:43.523807Z,17.032
NP,SYNJ,BNY,2023-04-25T15:30:44.556065Z,2023-04-25T15:30:50.330258Z,5.774
NP,SYNJ,BNY,2023-04-25T15:30:51.362516Z,2023-04-25T15:30:54.233484Z,2.871
NP,SYNJ,BNY,2023-04-25T15:31:03.459290Z,2023-04-25T15:31:04.491549Z,1.032
NP,SYNJ,BNY,2023-04-25T15:31:12.685097Z,2023-04-25T15:31:13.717355Z,1.032
NP,SYNJ,BNY,2023-04-25T15:31:47.556065Z,2023-04-25T15:31:54.652839Z,7.097
NP,SYNJ,BNY,2023-04-25T15:45:23.749871Z,2023-04-25T15:45:31.201484Z,7.452
NP,SYNJ,BNY,2023-04-25T15:46:15.274452Z,2023-04-25T15:46:22.468000Z,7.194
NP,SYNJ,BNY,2023-04-25T15:46:23.500258Z,2023-04-25T15:46:39.306710Z,15.806
NP,SYNJ,BNY,2023-04-25T15:54:40.242194Z,2023-04-26T05:57:52.040000Z,50591.798
NP,SYNJ,BNY,2023-04-26T05:57:53.072258Z,2023-04-26T05:57:59.040000Z,5.968
NP,SYNJ,BNY,2023-04-26T05:58:00.072258Z,2023-04-26T05:58:06.040000Z,5.968
NP,SYNJ,BNY,2023-04-26T05:58:07.072258Z,2023-04-26T05:58:13.040000Z,5.968
NP,SYNJ,BNY,2023-04-26T05:58:14.072258Z,2023-04-26T05:58:20.040000Z,5.968
NP,SYNJ,BNY,2023-04-26T05:58:21.072258Z,2023-04-26T05:58:27.040000Z,5.968
NP,SYNJ,BNY,2023-04-26T05:58:28.072258Z,2023-04-26T05:58:34.040000Z,5.968
NP,SYNJ,BNY,2023-04-26T05:58:35.072258Z,2023-04-26T05:58:41.040000Z,5.968
NP,SYNJ,BNY,2023-04-26T05:58:42.072258Z,2023-04-26T05:58:48.040000Z,5.968
NP,SYNJ,BNY,2023-04-26T05:58:49.072258Z,2023-04-26T06:00:56.717419Z,127.645
NP,SYNJ,BNY,2023-04-26T06:00:57.749677Z,2023-04-26T06:01:12.620645Z,14.871
NP,SYNJ,BNY,2023-04-26T06:02:02.910968Z,2023-04-26T06:02:03.136774Z,0.226
NP,SYNJ,BNY,2023-04-26T07:48:17.175097Z,2023-04-26T07:48:18.207355Z,1.032
NP,SYNJ,BNY,2023-04-26T07:48:19.239613Z,2023-04-26T07:48:33.368645Z,14.129
NP,SYNJ,BNY,2023-04-26T11:26:29.931968Z,2023-04-26T11:26:47.125516Z,17.194
NP,SYNJ,BNY,2023-04-26T11:26:48.157774Z,2023-04-26T11:26:58.802936Z,10.645
NP,SYNJ,BNY,2023-04-26T11:26:59.835194Z,2023-04-26T11:27:02.383581Z,2.548
NP,SYNJ,BNY,2023-04-26T11:37:21.837516Z,2023-04-26T11:37:27.974000Z,6.136
NP,SYNJ,BNY,2023-04-26T11:37:29.006258Z,2023-04-26T11:37:30.651419Z,1.645
NP,SYNJ,BNY,2023-04-26T11:37:31.683677Z,2023-04-26T11:39:39.264322Z,127.581
NP,SYNJ,BNY,2023-04-26T11:39:40.296580Z,2023-04-26T11:41:52.522387Z,132.226
NP,SYNJ,BNY,2023-04-26T11:41:53.554645Z,2023-04-26T11:42:07.167548Z,13.613
NP,SYNJ,BNY,2023-04-26T11:47:08.715935Z,2023-04-26T11:47:15.877226Z,7.161
NP,SYNJ,BNY,2023-04-26T11:47:16.909484Z,2023-04-26T11:47:18.167548Z,1.258
NP,SYNJ,BNY,2023-04-26T11:47:19.199806Z,2023-04-26T11:49:26.812710Z,127.613
NP,SYNJ,BNY,2023-04-26T11:49:27.844968Z,2023-04-26T11:49:41.683677Z,13.839
NP,SYNJ,BNY,2023-04-26T11:58:38.084452Z,2023-04-26T11:58:45.266000Z,7.182
NP,SYNJ,BNY,2023-04-26T11:58:46.298258Z,2023-04-26T11:58:47.717613Z,1.419
NP,SYNJ,BNY,2023-04-26T11:58:48.749871Z,2023-04-26T12:00:56.362774Z,127.613
NP,SYNJ,BNY,2023-04-26T12:00:57.395032Z,2023-04-26T12:01:10.685355Z,13.29
NP,SYNJ,BNY,2023-04-26T16:18:56.276097Z,2023-04-26T16:18:56.856742Z,0.581
NP,SYNJ,BNY,2023-04-27T00:00:05.463710Z,2023-04-27T00:00:31.657258Z,26.194
NP,SYNJ,BNY,2023-04-27T00:00:32.689516Z,2023-04-27T00:00:41.689516Z,9.0
NP,SYNJ,BNY,2023-04-27T05:32:02.632065Z,2023-04-27T06:49:32.251000Z,4649.619
NP,SYNJ,BNY,2023-04-27T06:49:33.283258Z,2023-04-27T06:49:39.251000Z,5.968
NP,SYNJ,BNY,2023-04-27T06:49:40.283258Z,2023-04-27T06:49:46.283258Z,6.0
NP,SYNJ,BNY,2023-04-27T06:49:47.315516Z,2023-04-27T06:49:53.283258Z,5.968
NP,SYNJ,BNY,2023-04-27T06:49:54.315516Z,2023-04-27T06:50:00.283258Z,5.968
NP,SYNJ,BNY,2023-04-27T06:50:01.315516Z,2023-04-27T06:50:07.315516Z,6.0
NP,SYNJ,BNY,2023-04-27T06:50:08.347774Z,2023-04-27T06:50:14.315516Z,5.968
NP,SYNJ,BNY,2023-04-27T06:50:15.347774Z,2023-04-27T06:50:21.315516Z,5.968
NP,SYNJ,BNY,2023-04-27T06:50:22.347774Z,2023-04-27T06:50:28.347774Z,6.0
NP,SYNJ,BNY,2023-04-27T06:50:29.380032Z,2023-04-27T06:50:35.347774Z,5.968
NP,SYNJ,BNY,2023-04-27T06:50:36.380032Z,2023-04-27T06:50:42.347774Z,5.968
NP,SYNJ,BNY,2023-04-27T06:50:43.380032Z,2023-04-27T06:50:43.670355Z,0.29
NP,SYNJ,BNY,2023-04-27T12:54:49.311419Z,2023-04-27T12:54:56.495000Z,7.184
NP,SYNJ,BNY,2023-04-27T12:54:57.527258Z,2023-04-27T12:54:59.140161Z,1.613
NP,SYNJ,BNY,2023-04-27T12:55:00.172419Z,2023-04-27T12:57:07.849839Z,127.677
NP,SYNJ,BNY,2023-04-27T12:57:08.882097Z,2023-04-27T12:57:23.043387Z,14.161
NP,SYNJ,BNY,2023-04-27T13:08:55.357452Z,2023-04-27T13:09:02.518742Z,7.161
NP,SYNJ,BNY,2023-04-27T13:09:03.551000Z,2023-04-27T13:09:04.938097Z,1.387
NP,SYNJ,BNY,2023-04-27T13:09:05.970355Z,2023-04-27T13:11:13.680032Z,127.71
NP,SYNJ,BNY,2023-04-27T13:11:14.712290Z,2023-04-27T13:13:27.551000Z,132.839
NP,SYNJ,BNY,2023-04-27T13:13:28.583258Z,2023-04-27T13:13:42.421968Z,13.839
NP,SYNJ,BNY,2023-04-27T13:40:38.805839Z,2023-04-27T13:40:39.386484Z,0.581
NP,SYNJ,BNY,2023-04-27T14:43:18.137226Z,2023-04-27T14:43:33.395290Z,15.258
NP,SYNJ,BNY,2023-04-27T14:54:35.956677Z,2023-04-27T14:54:37.214742Z,1.258
NP,SYNJ,BNY,2023-04-27T15:12:52.532000Z,2023-04-27T15:12:59.693290Z,7.161
NP,SYNJ,BNY,2023-04-27T15:13:00.725548Z,2023-04-27T15:13:01.693290Z,0.968
NP,SYNJ,BNY,2023-04-27T15:13:02.725548Z,2023-04-27T15:15:10.435226Z,127.71
NP,SYNJ,BNY,2023-04-27T15:15:11.467484Z,2023-04-27T15:15:25.273935Z,13.806
NP,SYNJ,BNY,2023-04-27T15:45:10.789065Z,2023-04-27T15:45:11.821322Z,1.032
NP,SYNJ,BNY,2023-04-27T15:46:00.014870Z,2023-04-27T15:46:00.563258Z,0.548
NP,SYNJ,BNY,2023-04-27T16:21:41.951516Z,2023-04-27T16:21:49.112807Z,7.161
NP,SYNJ,BNY,2023-04-27T16:21:50.145065Z,2023-04-27T16:21:51.693452Z,1.548
NP,SYNJ,BNY,2023-04-27T16:21:52.725710Z,2023-04-27T16:24:00.435387Z,127.71
NP,SYNJ,BNY,2023-04-27T16:24:01.467645Z,2023-04-27T16:24:15.306355Z,13.839
NP,SYNJ,BNY,2023-04-27T16:24:28.596678Z,2023-04-27T16:24:35.790226Z,7.194
NP,SYNJ,BNY,2023-04-27T16:24:36.822484Z,2023-04-27T16:24:38.177323Z,1.355
NP,SYNJ,BNY,2023-04-27T16:24:39.209581Z,2023-04-27T16:26:46.951516Z,127.742
NP,SYNJ,BNY,2023-04-27T16:26:47.983774Z,2023-04-27T16:27:01.499903Z,13.516
NP,SYNJ,BNY,2023-04-27T16:56:57.266161Z,2023-04-27T16:57:04.434000Z,7.168
NP,SYNJ,BNY,2023-04-27T16:57:05.466258Z,2023-04-27T16:57:06.659807Z,1.194
NP,SYNJ,BNY,2023-04-27T16:57:07.692065Z,2023-04-27T16:59:15.434000Z,127.742
NP,SYNJ,BNY,2023-04-27T16:59:16.466258Z,2023-04-27T16:59:30.466258Z,14.0
NP,SYNJ,BNY,2023-04-27T20:43:44.231000Z,2023-04-27T20:43:51.393000Z,7.162
NP,SYNJ,BNY,2023-04-27T20:43:52.425258Z,2023-04-27T20:43:53.780097Z,1.355
NP,SYNJ,BNY,2023-04-27T20:43:54.812355Z,2023-04-27T20:46:02.812355Z,128.0
NP,SYNJ,BNY,2023-04-27T20:46:03.844613Z,2023-04-27T20:48:16.586548Z,132.742
NP,SYNJ,BNY,2023-04-27T20:48:17.618806Z,2023-04-27T20:50:30.393000Z,132.774
NP,SYNJ,BNY,2023-04-27T20:50:31.425258Z,2023-04-27T20:52:44.167193Z,132.742
NP,SYNJ,BNY,2023-04-27T20:52:45.199451Z,2023-04-27T20:54:57.973645Z,132.774
NP,SYNJ,BNY,2023-04-27T20:54:59.005903Z,2023-04-27T20:55:12.973645Z,13.968
NP,SYNJ,BNY,2023-04-28T03:50:49.359516Z,2023-04-28T03:50:48.340000Z,-1.02
NP,SYNJ,BNY,2023-04-28T04:00:52.372258Z,2023-04-28T04:00:51.346000Z,-1.026
NP,SYNJ,BNY,2023-04-28T04:10:52.281484Z,2023-04-28T04:10:50.220000Z,-2.061
NP,SYNJ,BNY,2023-04-28T04:39:41.361032Z,2023-04-28T04:39:42.361032Z,1.0
NP,SYNJ,BNY,2023-04-28T04:50:14.093484Z,2023-04-28T04:50:21.264000Z,7.171
NP,SYNJ,BNY,2023-04-28T04:50:22.296258Z,2023-04-28T04:50:23.231742Z,0.935
NP,SYNJ,BNY,2023-04-28T04:50:24.264000Z,2023-04-28T04:52:32.102710Z,127.839
NP,SYNJ,BNY,2023-04-28T04:52:33.134968Z,2023-04-28T04:52:47.264000Z,14.129
NP,SYNJ,BNY,2023-04-28T05:02:30.857355Z,2023-04-28T05:02:47.018645Z,16.161
NP,SYNJ,BNY,2023-04-28T05:02:48.050903Z,2023-04-28T05:03:07.083161Z,19.032
NP,SYNJ,BNY,2023-04-28T05:03:08.115419Z,2023-04-28T05:03:11.696064Z,3.581
NP,SYNJ,BNY,2023-04-28T07:30:56.742226Z,2023-04-28T07:30:54.684000Z,-2.058
NP,SYNJ,BNY,2023-04-28T09:41:36.369806Z,2023-04-28T09:41:37.402065Z,1.032
NP,SYNJ,BNY,2023-04-28T11:22:38.673097Z,2023-04-28T11:22:45.834387Z,7.161
NP,SYNJ,BNY,2023-04-28T11:22:46.866645Z,2023-04-28T11:22:48.479549Z,1.613
NP,SYNJ,BNY,2023-04-28T11:22:49.511807Z,2023-04-28T11:24:57.576323Z,128.065
NP,SYNJ,BNY,2023-04-28T11:24:58.608581Z,2023-04-28T11:25:12.640839Z,14.032
NP,SYNJ,BNY,2023-04-28T11:31:57.761839Z,2023-04-28T11:32:03.890871Z,6.129
NP,SYNJ,BNY,2023-04-28T11:32:04.923129Z,2023-04-28T11:32:06.632807Z,1.71
NP,SYNJ,BNY,2023-04-28T11:32:07.665065Z,2023-04-28T11:34:15.729581Z,128.065
NP,SYNJ,BNY,2023-04-28T11:34:16.761839Z,2023-04-28T11:34:27.826355Z,11.065
NP,SYNJ,BNY,2023-04-28T11:35:37.568290Z,2023-04-28T13:13:24.213000Z,5866.645
NP,SYNJ,BNY,2023-04-28T13:13:25.245258Z,2023-04-28T13:15:38.503323Z,133.258
NP,SYNJ,BNY,2023-04-28T13:15:39.535581Z,2023-04-28T13:17:52.825903Z,133.29
NP,SYNJ,BNY,2023-04-28T13:17:53.858161Z,2023-04-28T13:20:07.148484Z,133.29
NP,SYNJ,BNY,2023-04-28T13:20:08.180742Z,2023-04-28T13:22:21.503323Z,133.323
NP,SYNJ,BNY,2023-04-28T13:22:22.535581Z,2023-04-28T13:24:35.825903Z,133.29
NP,SYNJ,BNY,2023-04-28T13:24:36.858161Z,2023-04-28T13:26:50.180742Z,133.323
NP,SYNJ,BNY,2023-04-28T13:26:51.213000Z,2023-04-28T13:29:04.567839Z,133.355
NP,SYNJ,BNY,2023-04-28T13:29:05.600097Z,2023-04-28T13:31:18.922677Z,133.323
NP,SYNJ,BNY,2023-04-28T13:31:19.954935Z,2023-04-28T13:33:33.309774Z,133.355
NP,SYNJ,BNY,2023-04-28T13:33:34.342032Z,2023-04-28T13:35:47.696871Z,133.355
NP,SYNJ,BNY,2023-04-28T13:35:48.729129Z,2023-04-28T13:36:04.729129Z,16.0
NP,SYNJ,BNY,2023-04-28T13:39:39.116226Z,2023-04-28T13:39:46.294000Z,7.178
NP,SYNJ,BNY,2023-04-28T13:39:47.326258Z,2023-04-28T13:39:49.326258Z,2.0
NP,SYNJ,BNY,2023-04-28T13:39:50.358516Z,2023-04-28T13:41:58.519806Z,128.161
NP,SYNJ,BNY,2023-04-28T13:41:59.552064Z,2023-04-28T13:42:14.939161Z,15.387
NP,SYNJ,BNY,2023-04-28T13:44:03.681096Z,2023-04-28T13:44:04.713355Z,1.032
NP,SYNJ,BNY,2023-04-29T01:40:58.016903Z,2023-04-29T01:41:06.210452Z,8.194
NP,SYNJ,BNY,2023-04-29T01:41:07.242710Z,2023-04-29T01:41:26.274968Z,19.032
NP,SYNJ,BNY,2023-04-29T10:48:17.678742Z,2023-04-29T10:48:25.872290Z,8.194
NP,SYNJ,BNY,2023-04-29T10:48:26.904548Z,2023-04-29T10:48:28.162613Z,1.258
NP,SYNJ,BNY,2023-04-29T10:48:29.194871Z,2023-04-29T10:50:37.388419Z,128.194
NP,SYNJ,BNY,2023-04-29T10:50:38.420677Z,2023-04-29T10:52:52.033581Z,133.613
NP,SYNJ,BNY,2023-04-29T10:52:53.065839Z,2023-04-29T10:53:07.452936Z,14.387
NP,SYNJ,BNY,2023-04-29T11:19:13.496806Z,2023-04-29T11:19:19.625839Z,6.129
NP,SYNJ,BNY,2023-04-29T11:19:20.658097Z,2023-04-29T11:19:22.658097Z,2.0
NP,SYNJ,BNY,2023-04-29T11:19:23.690355Z,2023-04-29T11:21:31.851645Z,128.161
NP,SYNJ,BNY,2023-04-29T11:21:32.883903Z,2023-04-29T11:23:44.271000Z,131.387
NP,SYNJ,BNY,2023-04-29T11:23:45.303258Z,2023-04-29T11:24:00.109709Z,14.806
NP,SYNJ,BNY,2023-04-29T11:36:18.607677Z,2023-04-29T11:47:35.567000Z,676.959
NP,SYNJ,BNY,2023-04-29T11:47:36.599258Z,2023-04-29T11:47:57.663774Z,21.065
NP,SYNJ,BNY,2023-04-29T11:47:58.696032Z,2023-04-29T11:48:00.115387Z,1.419
NP,SYNJ,BNY,2023-04-29T11:48:01.147645Z,2023-04-29T11:50:09.470226Z,128.323
NP,SYNJ,BNY,2023-04-29T11:50:10.502484Z,2023-04-29T11:52:24.050871Z,133.548
NP,SYNJ,BNY,2023-04-29T11:52:25.083129Z,2023-04-29T11:54:38.599258Z,133.516
NP,SYNJ,BNY,2023-04-29T11:54:39.631516Z,2023-04-29T11:56:53.179903Z,133.548
NP,SYNJ,BNY,2023-04-29T11:56:54.212161Z,2023-04-29T11:59:07.792806Z,133.581
NP,SYNJ,BNY,2023-04-29T11:59:08.825064Z,2023-04-29T12:01:22.373451Z,133.548
NP,SYNJ,BNY,2023-04-29T12:01:23.405709Z,2023-04-29T12:03:36.986355Z,133.581
NP,SYNJ,BNY,2023-04-29T12:03:38.018613Z,2023-04-29T12:05:51.792806Z,133.774
NP,SYNJ,BNY,2023-04-29T12:05:52.825064Z,2023-04-29T12:06:08.050871Z,15.226
NP,SYNJ,BNY,2023-04-29T12:26:48.016290Z,2023-04-29T12:26:55.209839Z,7.194
NP,SYNJ,BNY,2023-04-29T12:26:56.242097Z,2023-04-29T12:26:58.016290Z,1.774
NP,SYNJ,BNY,2023-04-29T12:26:59.048548Z,2023-04-29T12:29:07.306613Z,128.258
NP,SYNJ,BNY,2023-04-29T12:29:08.338871Z,2023-04-29T12:31:21.951774Z,133.613
NP,SYNJ,BNY,2023-04-29T12:31:22.984032Z,2023-04-29T12:31:37.951774Z,14.968
NP,SYNJ,BNY,2023-04-29T13:23:10.941355Z,2023-04-29T13:23:17.097000Z,6.156
NP,SYNJ,BNY,2023-04-29T13:23:18.129258Z,2023-04-29T13:23:20.838935Z,2.71
NP,SYNJ,BNY,2023-04-29T13:23:21.871193Z,2023-04-29T13:25:30.129258Z,128.258
NP,SYNJ,BNY,2023-04-29T13:25:31.161516Z,2023-04-29T13:27:44.806677Z,133.645
NP,SYNJ,BNY,2023-04-29T13:27:45.838935Z,2023-04-29T13:28:00.742161Z,14.903
NP,SYNJ,BNY,2023-04-29T14:36:07.353645Z,2023-04-29T14:36:14.547193Z,7.194
NP,SYNJ,BNY,2023-04-29T14:36:15.579451Z,2023-04-29T14:36:17.127839Z,1.548
NP,SYNJ,BNY,2023-04-29T14:36:18.160097Z,2023-04-29T14:38:26.385903Z,128.226
NP,SYNJ,BNY,2023-04-29T14:38:27.418161Z,2023-04-29T14:38:42.224613Z,14.806
NP,SYNJ,BNY,2023-04-29T15:03:02.558935Z,2023-04-29T15:03:03.591193Z,1.032
NP,SYNJ,BNY,2023-04-29T16:30:39.119323Z,2023-04-29T16:30:40.151581Z,1.032
NP,SYNJ,BNY,2023-04-29T19:21:45.968452Z,2023-04-29T19:22:03.194258Z,17.226
NP,SYNJ,BNY,2023-04-29T19:22:04.226516Z,2023-04-29T19:22:23.226516Z,19.0
NP,SYNG,BNY,2023-04-21T08:12:47.523387Z,2023-04-21T08:13:03.362097Z,15.839
NP,SYNG,BNY,2023-04-21T08:13:33.839097Z,2023-04-21T08:14:13.226194Z,39.387
NP,SYNG,BNY,2023-04-21T08:14:47.774581Z,2023-04-21T08:15:03.581032Z,15.806
NP,SYNG,BNY,2023-04-21T10:24:03.092323Z,2023-04-21T10:24:03.049000Z,-0.043
NP,SYNG,BNY,2023-04-21T10:34:07.339323Z,2023-04-21T10:34:07.313000Z,-0.026
NP,SYNG,BNY,2023-04-21T11:31:25.087871Z,2023-04-21T11:31:26.087871Z,1.0
NP,SYNG,BNY,2023-04-21T11:33:38.120129Z,2023-04-21T11:33:45.023355Z,6.903
NP,SYNG,BNY,2023-04-21T11:44:18.731032Z,2023-04-21T11:44:19.602000Z,0.871
NP,SYNG,BNY,2023-04-21T11:44:28.731032Z,2023-04-21T11:44:28.701000Z,-0.03
NP,SYNG,BNY,2023-04-21T11:49:23.217129Z,2023-04-21T12:33:11.661000Z,2628.444
NP,SYNG,BNY,2023-04-21T12:34:31.919065Z,2023-04-21T12:34:31.893000Z,-0.026
NP,SYNG,BNY,2023-04-21T13:24:48.159065Z,2023-04-21T13:24:48.130000Z,-0.029
NP,SYNG,BNY,2023-04-21T13:34:52.388065Z,2023-04-21T13:34:52.358000Z,-0.03
NP,SYNG,BNY,2023-04-21T14:15:04.289323Z,2023-04-21T14:15:04.262000Z,-0.027
NP,SYNG,BNY,2023-04-21T15:05:23.520323Z,2023-04-21T15:05:23.492000Z,-0.028
NP,SYNG,BNY,2023-04-21T15:15:26.750065Z,2023-04-21T15:15:26.722000Z,-0.028
NP,SYNG,BNY,2023-04-21T15:25:32.012323Z,2023-04-21T15:25:31.983000Z,-0.029
NP,SYNG,BNY,2023-04-21T15:35:35.241065Z,2023-04-21T15:35:35.210000Z,-0.031
NP,SYNG,BNY,2023-04-21T15:55:41.702065Z,2023-04-21T15:55:41.676000Z,-0.026
NP,SYNG,BNY,2023-04-21T16:15:50.200065Z,2023-04-21T16:15:50.173000Z,-0.027
NP,SYNG,BNY,2023-04-21T18:06:27.824065Z,2023-04-21T18:06:27.792000Z,-0.032
NP,SYNG,BNY,2023-04-21T18:16:33.082323Z,2023-04-21T18:16:33.052000Z,-0.03
NP,SYNG,BNY,2023-04-21T18:29:31.963419Z,2023-04-21T18:29:34.995678Z,3.032
NP,SYNG,BNY,2023-04-21T19:16:57.509065Z,2023-04-21T19:16:57.480000Z,-0.029
NP,SYNG,BNY,2023-04-21T19:27:00.738065Z,2023-04-21T19:27:00.707000Z,-0.031
NP,SYNG,BNY,2023-04-21T20:17:20.918323Z,2023-04-21T20:17:20.892000Z,-0.026
NP,SYNG,BNY,2023-04-21T22:07:57.444323Z,2023-04-21T22:07:57.413000Z,-0.031
NP,SYNG,BNY,2023-04-21T22:28:05.952323Z,2023-04-21T22:28:05.920000Z,-0.032
NP,SYNG,BNY,2023-04-21T22:48:13.449323Z,2023-04-21T22:48:13.420000Z,-0.029
NP,SYNG,BNY,2023-04-21T23:18:21.114323Z,2023-04-21T23:18:21.087000Z,-0.027
NP,SYNG,BNY,2023-04-21T23:48:32.893323Z,2023-04-21T23:48:32.863000Z,-0.03
NP,SYNG,BNY,2023-04-22T00:18:32.497516Z,2023-04-22T00:18:45.591000Z,13.093
NP,SYNG,BNY,2023-04-22T00:18:46.623258Z,2023-04-22T00:18:47.945839Z,1.323
NP,SYNG,BNY,2023-04-22T00:59:01.974323Z,2023-04-22T00:59:01.942000Z,-0.032
NP,SYNG,BNY,2023-04-22T01:44:34.782968Z,2023-04-22T01:44:48.879742Z,14.097
NP,SYNG,BNY,2023-04-22T02:19:32.800323Z,2023-04-22T02:19:32.770000Z,-0.03
