network,station,channel,starttime,endtime,gaps
NP,BENI,BNY,2023-04-22T01:29:12.272935Z,2023-04-22T01:29:12.244000Z,-0.029
NP,BENI,BNY,2023-04-22T01:39:15.985935Z,2023-04-22T01:39:15.953000Z,-0.033
NP,BENI,BNY,2023-04-22T02:59:48.784194Z,2023-04-22T02:59:48.754000Z,-0.03
NP,BENI,BNY,2023-04-22T03:19:57.286194Z,2023-04-22T03:19:57.253000Z,-0.033
NP,BENI,BNY,2023-04-22T03:40:01.680935Z,2023-04-22T03:40:01.649000Z,-0.032
NP,BENI,BNY,2023-04-22T03:50:04.423194Z,2023-04-22T03:50:04.395000Z,-0.028
NP,BENI,BNY,2023-04-22T04:38:10.350258Z,2023-04-22T04:38:17.414774Z,7.065
NP,BENI,BNY,2023-04-22T04:38:18.447032Z,2023-04-22T04:38:21.801871Z,3.355
NP,BENI,BNY,2023-04-22T04:50:29.115935Z,2023-04-22T04:50:29.087000Z,-0.029
NP,BENI,BNY,2023-04-22T05:10:37.586194Z,2023-04-22T05:10:37.551000Z,-0.035
NP,BENI,BNY,2023-04-22T05:50:53.548194Z,2023-04-22T05:50:53.518000Z,-0.03
NP,BENI,BNY,2023-04-22T06:00:58.324452Z,2023-04-22T06:00:58.295000Z,-0.029
NP,BENI,BNY,2023-04-22T06:51:21.082194Z,2023-04-22T06:51:21.055000Z,-0.027
NP,BENI,BNY,2023-04-22T08:01:45.304194Z,2023-04-22T08:01:45.277000Z,-0.027
NP,BENI,BNY,2023-04-22T09:12:11.532194Z,2023-04-22T09:12:11.499000Z,-0.033
NP,BENI,BNY,2023-04-22T09:22:16.273194Z,2023-04-22T09:22:16.245000Z,-0.028
NP,BENI,BNY,2023-04-22T09:52:28.602452Z,2023-04-22T09:52:28.572000Z,-0.03
NP,BENI,BNY,2023-04-22T10:32:36.535710Z,2023-04-22T10:32:36.509000Z,-0.027
NP,BENI,BNY,2023-04-22T12:03:05.149194Z,2023-04-22T12:03:05.120000Z,-0.029
NP,BENI,BNY,2023-04-22T12:13:34.172839Z,2023-04-22T12:14:00.269613Z,26.097
NP,BENI,BNY,2023-04-22T12:14:01.301871Z,2023-04-22T12:14:10.269613Z,8.968
NP,BENI,BNY,2023-04-22T12:14:11.301871Z,2023-04-22T12:14:17.656710Z,6.355
NP,BENI,BNY,2023-04-22T12:14:18.688968Z,2023-04-22T12:14:20.850258Z,2.161
NP,BENI,BNY,2023-04-22T12:33:13.415194Z,2023-04-22T12:33:13.383000Z,-0.032
NP,BENI,BNY,2023-04-22T13:13:28.423194Z,2023-04-22T13:13:28.393000Z,-0.03
NP,BENI,BNY,2023-04-22T13:22:54.715581Z,2023-04-22T13:24:13.707000Z,78.991
NP,BENI,BNY,2023-04-22T13:43:33.652935Z,2023-04-22T13:43:33.621000Z,-0.032
NP,BENI,BNY,2023-04-22T14:23:44.600452Z,2023-04-22T14:23:44.570000Z,-0.03
NP,BENI,BNY,2023-04-22T14:53:56.793194Z,2023-04-22T14:53:56.765000Z,-0.028
NP,BENI,BNY,2023-04-22T15:04:02.571452Z,2023-04-22T15:04:02.545000Z,-0.026
NP,BENI,BNY,2023-04-22T16:38:21.107000Z,2023-04-22T16:38:27.171516Z,6.065
NP,BENI,BNY,2023-04-22T16:38:28.203774Z,2023-04-22T16:38:34.977968Z,6.774
NP,BENI,BNY,2023-04-22T16:54:35.307194Z,2023-04-22T16:54:35.280000Z,-0.027
NP,BENI,BNY,2023-04-22T17:06:24.370839Z,2023-04-22T17:07:45.403097Z,81.032
NP,BENI,BNY,2023-04-22T17:44:48.928194Z,2023-04-22T17:44:48.897000Z,-0.031
NP,BENI,BNY,2023-04-22T18:24:58.774419Z,2023-04-22T18:24:58.747000Z,-0.027
NP,BENI,BNY,2023-04-22T18:35:02.553452Z,2023-04-22T18:35:02.520000Z,-0.033
NP,BENI,BNY,2023-04-22T19:25:18.190677Z,2023-04-22T19:25:18.159000Z,-0.032
NP,BENI,BNY,2023-04-22T19:45:23.630710Z,2023-04-22T19:45:23.601000Z,-0.03
NP,BENI,BNY,2023-04-22T19:55:23.310677Z,2023-04-22T19:55:23.279000Z,-0.032
NP,BENI,BNY,2023-04-22T20:05:28.053194Z,2023-04-22T20:05:28.024000Z,-0.029
NP,BENI,BNY,2023-04-22T20:15:32.765935Z,2023-04-22T20:15:32.734000Z,-0.032
NP,BENI,BNY,2023-04-22T20:25:33.475935Z,2023-04-22T20:25:33.444000Z,-0.032
NP,BENI,BNY,2023-04-22T21:15:47.079194Z,2023-04-22T21:15:47.050000Z,-0.029
NP,BENI,BNY,2023-04-22T21:56:01.011194Z,2023-04-22T21:56:00.977000Z,-0.034
NP,BENI,BNY,2023-04-22T22:46:11.536935Z,2023-04-22T22:46:11.509000Z,-0.028
NP,BENI,BNY,2023-04-22T23:46:28.914452Z,2023-04-22T23:46:28.886000Z,-0.028
NP,BENI,BNY,2023-04-23T00:36:41.558194Z,2023-04-23T00:36:41.526000Z,-0.032
NP,BENI,BNY,2023-04-23T01:11:03.995548Z,2023-04-23T01:11:17.995549Z,14.0
NP,BENI,BNY,2023-04-23T01:47:04.523935Z,2023-04-23T01:47:04.489000Z,-0.035
NP,BENI,BNY,2023-04-23T02:37:23.203935Z,2023-04-23T02:37:23.175000Z,-0.029
NP,BENI,BNY,2023-04-23T03:07:36.471194Z,2023-04-23T03:07:36.442000Z,-0.029
NP,BENI,BNY,2023-04-23T03:27:41.913194Z,2023-04-23T03:27:40.872000Z,-1.041
NP,BENI,BNY,2023-04-23T03:57:42.959935Z,2023-04-23T03:57:42.933000Z,-0.027
NP,BENI,BNY,2023-04-23T04:07:43.642677Z,2023-04-23T04:07:43.608000Z,-0.035
NP,BENI,BNY,2023-04-23T04:37:57.919194Z,2023-04-23T04:37:57.888000Z,-0.031
NP,BENI,BNY,2023-04-23T04:38:30.339613Z,2023-04-23T04:38:37.404129Z,7.065
NP,BENI,BNY,2023-04-23T04:38:38.436387Z,2023-04-23T04:38:44.888000Z,6.452
NP,BENI,BNY,2023-04-23T04:54:42.161290Z,2023-04-23T04:54:43.161290Z,1.0
NP,BENI,BNY,2023-04-23T04:54:50.258064Z,2023-04-23T04:54:52.096774Z,1.839
NP,BENI,BNY,2023-04-23T05:35:33.441419Z,2023-04-23T05:35:41.538194Z,8.097
NP,BENI,BNY,2023-04-23T05:44:37.422968Z,2023-04-23T05:44:39.068129Z,1.645
NP,BENI,BNY,2023-04-23T05:46:10.358452Z,2023-04-23T05:46:12.616516Z,2.258
NP,BENI,BNY,2023-04-23T05:46:20.745548Z,2023-04-23T05:46:21.164903Z,0.419
NP,BENI,BNY,2023-04-23T06:34:17.051097Z,2023-04-23T06:34:28.825290Z,11.774
NP,BENI,BNY,2023-04-23T06:34:29.857548Z,2023-04-23T06:34:30.664000Z,0.806
NP,BENI,BNY,2023-04-23T06:34:35.696258Z,2023-04-23T06:34:56.922065Z,21.226
NP,BENI,BNY,2023-04-23T06:36:35.180130Z,2023-04-23T06:36:35.696258Z,0.516
NP,BENI,BNY,2023-04-23T06:45:34.593065Z,2023-04-23T06:46:00.689839Z,26.097
NP,BENI,BNY,2023-04-23T06:46:02.947904Z,2023-04-23T06:46:05.980161Z,3.032
NP,BENI,BNY,2023-04-23T06:46:17.141451Z,2023-04-23T06:46:34.109194Z,16.968
NP,BENI,BNY,2023-04-23T06:46:35.141452Z,2023-04-23T06:46:54.141452Z,19.0
NP,BENI,BNY,2023-04-23T06:46:55.173710Z,2023-04-23T06:46:55.754355Z,0.581
NP,BENI,BNY,2023-04-23T06:46:59.818871Z,2023-04-23T06:47:00.818871Z,1.0
NP,BENI,BNY,2023-04-23T06:47:01.851129Z,2023-04-23T06:47:10.851129Z,9.0
NP,BENI,BNY,2023-04-23T06:47:11.883387Z,2023-04-23T06:47:15.173710Z,3.29
NP,BENI,BNY,2023-04-23T06:47:25.302742Z,2023-04-23T06:47:49.381000Z,24.078
NP,BENI,BNY,2023-04-23T06:47:50.413258Z,2023-04-23T06:48:09.445516Z,19.032
NP,BENI,BNY,2023-04-23T06:48:10.477774Z,2023-04-23T06:48:28.026161Z,17.548
NP,BENI,BNY,2023-04-23T06:48:29.058419Z,2023-04-23T06:48:47.832613Z,18.774
NP,BENI,BNY,2023-04-23T06:59:12.957581Z,2023-04-23T06:59:13.957581Z,1.0
NP,BENI,BNY,2023-04-23T06:59:19.022097Z,2023-04-23T06:59:26.925323Z,7.903
NP,BENI,BNY,2023-04-23T07:01:22.409194Z,2023-04-23T07:01:25.376936Z,2.968
NP,BENI,BNY,2023-04-23T07:01:26.409194Z,2023-04-23T07:01:27.022097Z,0.613
NP,BENI,BNY,2023-04-23T07:24:56.120645Z,2023-04-23T07:24:57.120645Z,1.0
NP,BENI,BNY,2023-04-23T07:35:21.198968Z,2023-04-23T07:35:22.166710Z,0.968
NP,BENI,BNY,2023-04-23T07:35:29.295742Z,2023-04-23T07:35:32.360258Z,3.065
NP,BENI,BNY,2023-04-23T07:35:38.424774Z,2023-04-23T07:35:46.231226Z,7.806
NP,BENI,BNY,2023-04-23T07:35:49.295742Z,2023-04-23T07:35:57.908645Z,8.613
NP,BENI,BNY,2023-04-23T07:36:01.973161Z,2023-04-23T07:36:03.618323Z,1.645
NP,BENI,BNY,2023-04-23T07:36:10.715097Z,2023-04-23T07:36:12.747355Z,2.032
NP,BENI,BNY,2023-04-23T07:36:13.779613Z,2023-04-23T07:36:31.747355Z,17.968
NP,BENI,BNY,2023-04-23T07:36:52.005420Z,2023-04-23T07:36:59.198968Z,7.194
NP,BENI,BNY,2023-04-23T07:37:13.392516Z,2023-04-23T07:37:19.811871Z,6.419
NP,BENI,BNY,2023-04-23T07:44:32.383290Z,2023-04-23T07:44:44.415548Z,12.032
NP,BENI,BNY,2023-04-23T07:44:45.447806Z,2023-04-23T07:45:04.447806Z,19.0
NP,BENI,BNY,2023-04-23T07:45:05.480064Z,2023-04-23T07:45:11.189742Z,5.71
NP,BENI,BNY,2023-04-23T07:45:12.222000Z,2023-04-23T07:45:13.705871Z,1.484
NP,BENI,BNY,2023-04-23T07:45:18.770387Z,2023-04-23T07:45:25.415548Z,6.645
NP,BENI,BNY,2023-04-23T07:49:10.318774Z,2023-04-23T07:49:10.285000Z,-0.034
NP,BENI,BNY,2023-04-23T07:50:20.188226Z,2023-04-23T07:50:22.510807Z,2.323
NP,BENI,BNY,2023-04-23T07:51:58.768872Z,2023-04-23T07:52:03.801129Z,5.032
NP,BENI,BNY,2023-04-23T07:52:41.285000Z,2023-04-23T07:52:42.059194Z,0.774
NP,BENI,BNY,2023-04-23T07:55:53.510807Z,2023-04-23T07:55:54.510807Z,1.0
NP,BENI,BNY,2023-04-23T07:55:55.543065Z,2023-04-23T07:56:04.478549Z,8.935
NP,BENI,BNY,2023-04-23T07:56:58.155968Z,2023-04-23T07:56:59.155968Z,1.0
NP,BENI,BNY,2023-04-23T07:57:00.188226Z,2023-04-23T07:57:13.446291Z,13.258
NP,BENI,BNY,2023-04-23T07:57:20.575323Z,2023-04-23T07:57:21.543065Z,0.968
NP,BENI,BNY,2023-04-23T07:57:22.575323Z,2023-04-23T07:57:32.414032Z,9.839
NP,BENI,BNY,2023-04-23T07:57:43.543064Z,2023-04-23T07:57:48.478549Z,4.935
NP,BENI,BNY,2023-04-23T07:58:02.672097Z,2023-04-23T07:58:03.543065Z,0.871
NP,BENI,BNY,2023-04-23T08:01:45.396000Z,2023-04-23T08:01:49.202452Z,3.806
NP,BENI,BNY,2023-04-23T08:03:00.137936Z,2023-04-23T08:03:01.137935Z,1.0
NP,BENI,BNY,2023-04-23T08:03:19.396000Z,2023-04-23T08:03:20.299226Z,0.903
NP,BENI,BNY,2023-04-23T08:05:27.944387Z,2023-04-23T08:05:28.944387Z,1.0
NP,BENI,BNY,2023-04-23T08:07:18.557290Z,2023-04-23T08:07:19.557290Z,1.0
NP,BENI,BNY,2023-04-23T08:07:25.654064Z,2023-04-23T08:07:26.621806Z,0.968
NP,BENI,BNY,2023-04-23T08:07:47.912129Z,2023-04-23T08:07:49.912129Z,2.0
NP,BENI,BNY,2023-04-23T08:12:09.283581Z,2023-04-23T08:12:10.251323Z,0.968
NP,BENI,BNY,2023-04-23T08:12:16.348097Z,2023-04-23T08:12:17.444871Z,1.097
NP,BENI,BNY,2023-04-23T08:12:18.477129Z,2023-04-23T08:12:28.219064Z,9.742
NP,BENI,BNY,2023-04-23T08:12:34.315838Z,2023-04-23T08:12:35.315839Z,1.0
NP,BENI,BNY,2023-04-23T08:19:15.477129Z,2023-04-23T08:19:15.448000Z,-0.029
NP,BENI,BNY,2023-04-23T08:29:20.254452Z,2023-04-23T08:29:20.220000Z,-0.034
NP,BENI,BNY,2023-04-23T08:35:21.897419Z,2023-04-23T08:35:22.897419Z,1.0
NP,BENI,BNY,2023-04-23T08:35:29.994193Z,2023-04-23T08:35:31.090968Z,1.097
NP,BENI,BNY,2023-04-23T08:49:25.840935Z,2023-04-23T08:49:25.814000Z,-0.027
NP,BENI,BNY,2023-04-23T08:51:14.233355Z,2023-04-23T08:51:15.136581Z,0.903
NP,BENI,BNY,2023-04-23T08:53:57.233355Z,2023-04-23T08:53:58.878516Z,1.645
NP,BENI,BNY,2023-04-23T08:54:22.201097Z,2023-04-23T08:54:22.523677Z,0.323
NP,BENI,BNY,2023-04-23T08:54:23.555935Z,2023-04-23T08:54:26.007548Z,2.452
NP,BENI,BNY,2023-04-23T08:59:44.120065Z,2023-04-23T08:59:45.313613Z,1.194
NP,BENI,BNY,2023-04-23T09:02:41.571678Z,2023-04-23T09:03:03.636193Z,22.065
NP,BENI,BNY,2023-04-23T09:03:04.668451Z,2023-04-23T09:03:13.184581Z,8.516
NP,BENI,BNY,2023-04-23T09:03:14.216839Z,2023-04-23T09:03:14.636193Z,0.419
NP,BENI,BNY,2023-04-23T09:03:30.829741Z,2023-04-23T09:03:31.829742Z,1.0
NP,BENI,BNY,2023-04-23T09:09:27.442645Z,2023-04-23T09:09:27.411000Z,-0.032
NP,BENI,BNY,2023-04-23T09:39:39.752452Z,2023-04-23T09:39:39.723000Z,-0.029
NP,BENI,BNY,2023-04-23T09:49:43.497194Z,2023-04-23T09:49:43.462000Z,-0.035
NP,BENI,BNY,2023-04-23T09:59:48.300710Z,2023-04-23T09:59:48.272000Z,-0.029
NP,BENI,BNY,2023-04-23T10:24:55.666968Z,2023-04-23T10:25:21.763742Z,26.097
NP,BENI,BNY,2023-04-23T10:25:22.796000Z,2023-04-23T10:25:41.828258Z,19.032
NP,BENI,BNY,2023-04-23T10:25:42.860516Z,2023-04-23T10:25:48.796000Z,5.935
NP,BENI,BNY,2023-04-23T10:25:49.828258Z,2023-04-23T10:25:55.796000Z,5.968
NP,BENI,BNY,2023-04-23T10:25:56.828258Z,2023-04-23T10:25:58.634710Z,1.806
NP,BENI,BNY,2023-04-23T10:39:59.487194Z,2023-04-23T10:39:59.458000Z,-0.029
NP,BENI,BNY,2023-04-23T10:45:28.716065Z,2023-04-23T10:45:29.716064Z,1.0
NP,BENI,BNY,2023-04-23T10:45:30.748322Z,2023-04-23T10:45:47.199935Z,16.452
NP,BENI,BNY,2023-04-23T11:09:42.686613Z,2023-04-23T11:09:43.557580Z,0.871
NP,BENI,BNY,2023-04-23T11:11:40.062065Z,2023-04-23T11:12:03.062065Z,23.0
NP,BENI,BNY,2023-04-23T11:12:04.094323Z,2023-04-23T11:12:13.094323Z,9.0
NP,BENI,BNY,2023-04-23T11:12:14.126581Z,2023-04-23T11:12:20.223355Z,6.097
NP,BENI,BNY,2023-04-23T11:12:21.255613Z,2023-04-23T11:12:27.223355Z,5.968
NP,BENI,BNY,2023-04-23T11:12:28.255613Z,2023-04-23T11:12:34.223355Z,5.968
NP,BENI,BNY,2023-04-23T11:12:35.255613Z,2023-04-23T11:13:00.965290Z,25.71
NP,BENI,BNY,2023-04-23T11:13:01.997548Z,2023-04-23T11:13:19.997548Z,18.0
NP,BENI,BNY,2023-04-23T11:13:21.029806Z,2023-04-23T11:13:22.094323Z,1.065
NP,BENI,BNY,2023-04-23T11:13:23.126581Z,2023-04-23T11:13:23.513677Z,0.387
NP,BENI,BNY,2023-04-23T12:00:22.836452Z,2023-04-23T12:00:22.808000Z,-0.028
NP,BENI,BNY,2023-04-23T13:00:38.302677Z,2023-04-23T13:00:38.274000Z,-0.029
NP,BENI,BNY,2023-04-23T13:10:43.112710Z,2023-04-23T13:10:43.082000Z,-0.031
NP,BENI,BNY,2023-04-23T14:00:56.927194Z,2023-04-23T14:00:56.896000Z,-0.031
NP,BENI,BNY,2023-04-23T14:31:10.245194Z,2023-04-23T14:31:10.219000Z,-0.026
NP,BENI,BNY,2023-04-23T14:41:09.960935Z,2023-04-23T14:41:09.928000Z,-0.033
NP,BENI,BNY,2023-04-23T15:01:19.520452Z,2023-04-23T15:01:19.491000Z,-0.029
NP,BENI,BNY,2023-04-23T16:01:42.078452Z,2023-04-23T16:01:42.051000Z,-0.027
NP,BENI,BNY,2023-04-23T16:21:46.544452Z,2023-04-23T16:21:46.512000Z,-0.032
NP,BENI,BNY,2023-04-23T16:38:39.559065Z,2023-04-23T16:38:46.623581Z,7.065
NP,BENI,BNY,2023-04-23T16:38:47.655839Z,2023-04-23T16:38:51.010678Z,3.355
NP,BENI,BNY,2023-04-23T16:41:55.397775Z,2023-04-23T16:41:55.366000Z,-0.032
NP,BENI,BNY,2023-04-23T17:12:03.593194Z,2023-04-23T17:12:03.544000Z,-0.049
NP,BENI,BNY,2023-04-23T17:32:12.137452Z,2023-04-23T17:32:12.111000Z,-0.026
NP,BENI,BNY,2023-04-23T17:42:16.885194Z,2023-04-23T17:42:16.851000Z,-0.034
NP,BENI,BNY,2023-04-23T18:12:18.082935Z,2023-04-23T18:12:18.053000Z,-0.03
NP,BENI,BNY,2023-04-23T18:42:26.323194Z,2023-04-23T18:42:26.297000Z,-0.026
NP,BENI,BNY,2023-04-23T19:02:31.824452Z,2023-04-23T19:02:31.797000Z,-0.027
NP,BENI,BNY,2023-04-23T19:52:52.705710Z,2023-04-23T19:52:52.676000Z,-0.03
NP,BENI,BNY,2023-04-23T20:02:56.482452Z,2023-04-23T20:02:56.451000Z,-0.031
NP,BENI,BNY,2023-04-23T20:12:57.225194Z,2023-04-23T20:12:57.190000Z,-0.035
NP,BENI,BNY,2023-04-23T21:03:09.017710Z,2023-04-23T21:03:08.985000Z,-0.033
NP,BENI,BNY,2023-04-23T21:33:22.342452Z,2023-04-23T21:33:22.310000Z,-0.032
NP,BENI,BNY,2023-04-23T21:53:25.800452Z,2023-04-23T21:53:25.770000Z,-0.03
NP,BENI,BNY,2023-04-23T23:14:02.862194Z,2023-04-23T23:14:02.834000Z,-0.028
NP,BENI,BNY,2023-04-23T23:24:07.672710Z,2023-04-23T23:24:07.643000Z,-0.03
NP,BENI,BNY,2023-04-23T23:54:20.995710Z,2023-04-23T23:54:20.969000Z,-0.027
NP,BENI,BNY,2023-04-24T00:14:28.540452Z,2023-04-24T00:14:28.514000Z,-0.026
NP,BENI,BNY,2023-04-24T01:44:57.340194Z,2023-04-24T01:44:57.307000Z,-0.033
NP,BENI,BNY,2023-04-24T02:25:14.450452Z,2023-04-24T02:25:14.421000Z,-0.029
NP,BENI,BNY,2023-04-24T02:35:19.227452Z,2023-04-24T02:35:19.201000Z,-0.026
NP,BENI,BNY,2023-04-24T03:05:19.403194Z,2023-04-24T03:05:19.372000Z,-0.031
NP,BENI,BNY,2023-04-24T03:25:24.941452Z,2023-04-24T03:25:24.915000Z,-0.026
NP,BENI,BNY,2023-04-24T03:55:36.276452Z,2023-04-24T03:55:36.245000Z,-0.031
NP,BENI,BNY,2023-04-24T04:05:39.019194Z,2023-04-24T04:05:38.988000Z,-0.031
NP,BENI,BNY,2023-04-24T04:35:52.339452Z,2023-04-24T04:35:52.308000Z,-0.031
NP,BENI,BNY,2023-04-24T04:36:12.598323Z,2023-04-24T04:36:13.566065Z,0.968
NP,BENI,BNY,2023-04-24T04:36:18.662839Z,2023-04-24T04:36:19.662839Z,1.0
NP,BENI,BNY,2023-04-24T04:36:20.695097Z,2023-04-24T04:36:29.695097Z,9.0
NP,BENI,BNY,2023-04-24T04:36:30.727355Z,2023-04-24T04:36:38.630581Z,7.903
NP,BENI,BNY,2023-04-24T04:36:39.662839Z,2023-04-24T04:36:45.275742Z,5.613
NP,BENI,BNY,2023-04-24T04:36:46.308000Z,2023-04-24T04:36:52.308000Z,6.0
NP,BENI,BNY,2023-04-24T04:36:53.340258Z,2023-04-24T04:36:59.308000Z,5.968
NP,BENI,BNY,2023-04-24T04:37:00.340258Z,2023-04-24T04:37:06.308000Z,5.968
NP,BENI,BNY,2023-04-24T04:37:07.340258Z,2023-04-24T04:37:13.308000Z,5.968
NP,BENI,BNY,2023-04-24T04:37:14.340258Z,2023-04-24T04:37:19.437032Z,5.097
NP,BENI,BNY,2023-04-24T04:38:29.404774Z,2023-04-24T04:38:36.695097Z,7.29
NP,BENI,BNY,2023-04-24T04:38:41.791871Z,2023-04-24T04:39:13.662839Z,31.871
NP,BENI,BNY,2023-04-24T04:39:14.695097Z,2023-04-24T04:39:16.469290Z,1.774
NP,BENI,BNY,2023-04-24T04:39:17.501548Z,2023-04-24T04:39:17.856387Z,0.355
NP,BENI,BNY,2023-04-24T04:39:40.146710Z,2023-04-24T04:40:07.275742Z,27.129
NP,BENI,BNY,2023-04-24T04:40:08.308000Z,2023-04-24T04:40:17.308000Z,9.0
NP,BENI,BNY,2023-04-24T04:40:18.340258Z,2023-04-24T04:40:34.888645Z,16.548
NP,BENI,BNY,2023-04-24T04:56:00.813452Z,2023-04-24T04:56:00.783000Z,-0.03
NP,BENI,BNY,2023-04-24T05:16:05.282935Z,2023-04-24T05:16:05.255000Z,-0.028
NP,BENI,BNY,2023-04-24T05:26:09.093710Z,2023-04-24T05:26:09.063000Z,-0.031
NP,BENI,BNY,2023-04-24T06:01:34.420516Z,2023-04-24T06:01:48.710839Z,14.29
NP,BENI,BNY,2023-04-24T06:36:35.587710Z,2023-04-24T06:36:35.561000Z,-0.027
NP,BENI,BNY,2023-04-24T06:46:40.367452Z,2023-04-24T06:46:40.336000Z,-0.031
NP,BENI,BNY,2023-04-24T07:16:44.547452Z,2023-04-24T07:16:44.520000Z,-0.027
NP,BENI,BNY,2023-04-24T07:46:56.846710Z,2023-04-24T07:46:56.815000Z,-0.032
NP,BENI,BNY,2023-04-24T08:17:06.036935Z,2023-04-24T08:17:06.004000Z,-0.033
NP,BENI,BNY,2023-04-24T08:37:10.506677Z,2023-04-24T08:37:10.477000Z,-0.03
NP,BENI,BNY,2023-04-24T08:57:10.945935Z,2023-04-24T08:57:10.920000Z,-0.026
NP,BENI,BNY,2023-04-24T09:21:16.530290Z,2023-04-24T09:21:18.691581Z,2.161
NP,BENI,BNY,2023-04-24T09:27:16.304484Z,2023-04-24T09:27:16.274000Z,-0.03
NP,BENI,BNY,2023-04-24T09:47:21.775935Z,2023-04-24T09:47:21.749000Z,-0.027
NP,BENI,BNY,2023-04-24T10:07:27.273935Z,2023-04-24T10:07:27.248000Z,-0.026
NP,BENI,BNY,2023-04-24T10:37:33.510710Z,2023-04-24T10:37:33.484000Z,-0.027
NP,BENI,BNY,2023-04-24T10:53:43.964677Z,2023-04-24T10:53:44.964677Z,1.0
NP,BENI,BNY,2023-04-24T10:53:50.029193Z,2023-04-24T10:53:51.029194Z,1.0
NP,BENI,BNY,2023-04-24T10:53:52.061452Z,2023-04-24T10:54:01.287258Z,9.226
NP,BENI,BNY,2023-04-24T10:57:33.996935Z,2023-04-24T10:57:37.319516Z,3.323
NP,BENI,BNY,2023-04-24T10:57:42.416290Z,2023-04-24T10:57:42.382000Z,-0.034
NP,BENI,BNY,2023-04-24T11:07:33.994903Z,2023-04-24T11:08:06.062000Z,32.067
NP,BENI,BNY,2023-04-24T11:08:07.094258Z,2023-04-24T11:08:16.094258Z,9.0
NP,BENI,BNY,2023-04-24T11:08:17.126516Z,2023-04-24T11:08:22.707161Z,5.581
NP,BENI,BNY,2023-04-24T11:08:23.739419Z,2023-04-24T11:08:33.223290Z,9.484
NP,BENI,BNY,2023-04-24T11:08:37.287806Z,2023-04-24T11:09:01.352323Z,24.065
NP,BENI,BNY,2023-04-24T11:09:02.384581Z,2023-04-24T11:09:21.384581Z,19.0
NP,BENI,BNY,2023-04-24T11:09:22.416839Z,2023-04-24T11:09:41.739419Z,19.323
NP,BENI,BNY,2023-04-24T11:09:42.771677Z,2023-04-24T11:09:55.223290Z,12.452
NP,BENI,BNY,2023-04-24T11:10:38.771677Z,2023-04-24T11:11:04.868452Z,26.097
NP,BENI,BNY,2023-04-24T11:11:05.900710Z,2023-04-24T11:11:14.900710Z,9.0
NP,BENI,BNY,2023-04-24T11:11:15.932968Z,2023-04-24T11:11:40.126516Z,24.194
NP,BENI,BNY,2023-04-24T11:37:56.423194Z,2023-04-24T11:37:56.395000Z,-0.028
NP,BENI,BNY,2023-04-24T12:18:12.476452Z,2023-04-24T12:18:12.448000Z,-0.028
NP,BENI,BNY,2023-04-24T12:22:08.512516Z,2023-04-24T12:22:30.577032Z,22.065
NP,BENI,BNY,2023-04-24T12:22:31.609290Z,2023-04-24T12:22:35.480258Z,3.871
NP,BENI,BNY,2023-04-24T12:38:16.587935Z,2023-04-24T12:38:16.561000Z,-0.027
NP,BENI,BNY,2023-04-24T13:11:13.990548Z,2023-04-24T13:11:14.926032Z,0.935
NP,BENI,BNY,2023-04-24T13:28:35.268935Z,2023-04-24T13:28:34.250000Z,-1.019
NP,BENI,BNY,2023-04-24T13:58:39.489935Z,2023-04-24T13:58:39.460000Z,-0.03
NP,BENI,BNY,2023-04-24T14:02:33.427742Z,2023-04-24T14:02:35.105161Z,1.677
NP,BENI,BNY,2023-04-24T14:04:42.750322Z,2023-04-24T14:04:44.718065Z,1.968
NP,BENI,BNY,2023-04-24T14:18:40.512935Z,2023-04-24T14:18:40.484000Z,-0.029
NP,BENI,BNY,2023-04-24T14:48:48.716194Z,2023-04-24T14:48:48.686000Z,-0.03
NP,BENI,BNY,2023-04-24T14:52:18.395677Z,2023-04-24T14:52:18.879549Z,0.484
NP,BENI,BNY,2023-04-24T14:58:52.944065Z,2023-04-24T14:58:52.909000Z,-0.035
NP,BENI,BNY,2023-04-24T15:39:02.886452Z,2023-04-24T15:39:02.859000Z,-0.027
NP,BENI,BNY,2023-04-24T16:38:59.080871Z,2023-04-24T16:39:16.164000Z,17.083
NP,BENI,BNY,2023-04-24T16:39:17.196258Z,2023-04-24T16:39:22.486581Z,5.29
NP,BENI,BNY,2023-04-24T17:29:39.108935Z,2023-04-24T17:29:39.082000Z,-0.027
NP,BENI,BNY,2023-04-24T19:20:09.225452Z,2023-04-24T19:20:09.192000Z,-0.033
NP,BENI,BNY,2023-04-24T19:40:18.726194Z,2023-04-24T19:40:18.696000Z,-0.03
NP,BENI,BNY,2023-04-24T20:30:31.457710Z,2023-04-24T20:30:31.426000Z,-0.032
NP,BENI,BNY,2023-04-24T20:50:35.923452Z,2023-04-24T20:50:35.889000Z,-0.034
NP,BENI,BNY,2023-04-24T21:00:41.695452Z,2023-04-24T21:00:41.667000Z,-0.028
NP,BENI,BNY,2023-04-24T22:11:04.999452Z,2023-04-24T22:11:04.973000Z,-0.026
NP,BENI,BNY,2023-04-24T22:21:09.779452Z,2023-04-24T22:21:09.747000Z,-0.032
NP,BENI,BNY,2023-04-24T22:41:15.252452Z,2023-04-24T22:41:15.225000Z,-0.027
NP,BENI,BNY,2023-04-24T23:51:37.587452Z,2023-04-24T23:51:37.554000Z,-0.033
NP,BENI,BNY,2023-04-25T00:01:38.328194Z,2023-04-25T00:01:38.299000Z,-0.029
